candidate_id,robot,sample_index,span2_mm,span3_mm,span4_mm,span5_mm,size_x_mm,size_y_mm,size_z_mm,worst_axis_ratio,arm_size_x_mm,arm_size_y_mm,arm_size_z_mm,volume_l,clearance_mm,collision_free,rule_pass,evaluations,elapsed_s
orth6r_27d47e03a0b7_q06,orth6r_27d47e03a0b7,6,331.5251380065456,364.877696922049,0.0,68.99834110401571,531.3195193161146,444.7974850541698,541.2820103334228,0.9021366838890381,406.31951931611457,319.7974850541698,504.9963952779971,127.92095338536299,33.80022792514795,True,True,1961,3.543822462001117
orth6r_27d47e03a0b7_q07,orth6r_27d47e03a0b7,7,317.41645684465766,454.88782636821276,0.0,57.06172853708267,492.39861089602897,396.98222865152485,495.87053713588983,0.8264508952264831,473.258870243096,391.23753382802164,300.87053713588983,96.92954841855587,5.000879162042976,True,True,8281,9.755793183001515
orth6r_27d47e03a0b7_q08,orth6r_27d47e03a0b7,8,248.67874441668388,331.0155894700438,0.0,67.31128614395857,360.34394250850585,433.08909250245125,495.5929874226938,0.8259883123711563,301.99766657618886,423.81431032099846,300.5929874226938,77.34275259821845,5.000000186042422,True,True,6625,10.590892561005603
orth6r_27d47e03a0b7_q09,orth6r_27d47e03a0b7,9,240.4728474700823,390.85997025948024,0.0,58.892726758494966,423.09936414016806,360.0,496.39593657576734,0.8273265609596123,418.63634719021155,341.3276564243195,301.39593657576734,75.60892984570933,5.000033047437485,True,True,7197,7.941459975998441
orth6r_27d47e03a0b7_q10,orth6r_27d47e03a0b7,10,317.1244615549221,370.66770207602536,0.0,65.39228436537087,360.4097976227211,509.5162820659639,509.51546587457483,0.8491938034432732,251.72256016789973,508.4040246744872,314.51546587457483,93.56469939405476,5.003589383009648,True,True,6696,5.983290388001478
orth6r_27d47e03a0b7_q11,orth6r_27d47e03a0b7,11,339.18178008869285,472.8063336526975,0.0,45.486855637282126,496.67444219530734,429.96216905056633,496.67444222825327,0.8277907370470887,472.51001929312355,429.4277233092717,301.6744422282532,106.0654333182097,5.0020399779990985,True,True,7536,7.909241770998051
orth6r_27d47e03a0b7_q12,orth6r_27d47e03a0b7,12,263.7867977656424,300.9101404482499,0.0,70.85863614454865,511.3114716504823,360.0,476.9349639021925,0.8521857860841372,386.31147165048225,248.63875649393077,416.95157495336184,87.7904345787839,24.250344713694535,True,True,4024,4.146025936999649
orth6r_27d47e03a0b7_q13,orth6r_27d47e03a0b7,13,273.93207472283393,447.70580917596817,0.0,60.79947022721171,436.9825516134994,398.36065004721826,496.3975577747117,0.8273292629578528,436.9821536495595,392.74739192059565,301.3975577747117,86.41122557366586,5.00161536195555,True,True,5268,6.504729834996397
orth6r_27d47e03a0b7_q14,orth6r_27d47e03a0b7,14,347.09454212803394,326.39096022583544,0.0,56.05818310752511,360.0,516.6915859981232,505.1702908928043,0.8611526433302052,325.4705838032004,391.6915859981232,310.1702908928043,93.96620596819307,5.000004677334282,True,True,26474,40.81195700500393
orth6r_27d47e03a0b7_q15,orth6r_27d47e03a0b7,15,306.97978094220156,419.19932747259736,0.0,73.64910126663744,495.66718643480215,370.54508058505735,495.67200312354856,0.8261200052059143,474.9974576653762,364.5641093480113,300.67200312354856,91.03860840564231,5.000001394611625,True,True,6168,11.286385530998814
orth6r_27d47e03a0b7_q16,orth6r_27d47e03a0b7,16,232.56052620708942,342.70975596271455,0.0,50.269050719216466,411.749876497444,494.63968006381543,455.0,0.8243994667730258,286.749876497444,369.63968006381543,424.6360355741726,92.66886136554011,6.394689671858255,True,True,9191,10.008552355000575
orth6r_39bf1ac80cbc_q00,orth6r_39bf1ac80cbc,0,290.0,390.0,0.0,60.0,360.0,481.7894983094034,495.6124558401707,0.8260207597336179,269.93769385697044,481.72647086715597,300.6124558401707,85.9611155238458,5.001875363205288,True,True,5747,8.460415774003195
orth6r_39bf1ac80cbc_q01,orth6r_39bf1ac80cbc,1,220.37192650604993,477.1096069877968,0.0,71.73009887337685,383.1950260346594,466.3432706560224,497.30842787283643,0.8288473797880607,383.1950260346594,466.3432706560224,302.30842787283643,88.86922579579326,5.001514901484649,True,True,4842,8.894746933998249
